user_id,station_id,station_name,location_address,network_type,energy_consumed_kwh,email
387,454,Station_454,Houston,Level 1,54.88401335852117,user_387@example.com
388,17,Station_17,Chicago,Level 1,13.726133739305284,user_388@example.com
389,154,Station_154,Los Angeles,Level 2,74.2197558575455,user_389@example.com
390,405,Station_405,Chicago,DC Fast Charger,20.581387676280656,user_390@example.com
391,328,Station_328,Houston,Level 2,36.047577386304056,user_391@example.com
392,149,Station_149,Houston,Level 1,31.73575031358406,user_392@example.com
393,377,Station_377,Houston,Level 2,64.5382469650896,user_393@example.com
394,267,Station_267,New York,Level 2,41.5686202547537,user_394@example.com
395,422,Station_422,Los Angeles,DC Fast Charger,34.375669740166174,user_395@example.com
396,328,Station_328,New York,DC Fast Charger,12.118093232455848,user_396@example.com
397,106,Station_106,San Francisco,Level 2,48.27254828512783,user_397@example.com
398,472,Station_472,Los Angeles,Level 2,26.4021039498391,user_398@example.com
399,381,Station_381,Chicago,Level 2,54.62699762686274,user_399@example.com
400,35,Station_35,Houston,Level 1,69.44996147928137,user_400@example.com
401,119,Station_119,San Francisco,DC Fast Charger,66.18914418092677,user_401@example.com
402,14,Station_14,Los Angeles,Level 1,13.66384250802366,user_402@example.com
403,14,Station_14,New York,DC Fast Charger,31.810223412630616,user_403@example.com
404,266,Station_266,Houston,DC Fast Charger,79.46231190835228,user_404@example.com
405,140,Station_140,New York,Level 1,26.615202038752912,user_405@example.com
406,294,Station_294,Los Angeles,Level 1,,user_406@example.com
407,364,Station_364,Los Angeles,Level 2,64.40334432867209,user_407@example.com
408,119,Station_119,San Francisco,DC Fast Charger,41.58671280364108,user_408@example.com
409,238,Station_238,Chicago,DC Fast Charger,76.4481598100646,user_409@example.com
410,34,Station_34,New York,DC Fast Charger,19.89879895108544,user_410@example.com
411,169,Station_169,San Francisco,Level 2,25.1008625389698,user_411@example.com
412,10,Station_10,Houston,DC Fast Charger,27.04710323077237,user_412@example.com
413,122,Station_122,Chicago,DC Fast Charger,30.184684241437047,user_413@example.com
414,401,Station_401,San Francisco,Level 1,15.342120681093242,user_414@example.com
415,145,Station_145,New York,Level 1,45.34396447469323,user_415@example.com
416,451,Station_451,Los Angeles,Level 2,60.26038300407493,user_416@example.com
417,446,Station_446,Houston,DC Fast Charger,5.650181738384828,user_417@example.com
418,223,Station_223,New York,Level 2,32.491515817951985,user_418@example.com
419,371,Station_371,Chicago,Level 1,61.46067458832575,user_419@example.com
420,257,Station_257,Chicago,DC Fast Charger,41.57891512365271,user_420@example.com
421,268,Station_268,Los Angeles,DC Fast Charger,41.60286682113125,user_421@example.com
422,359,Station_359,Los Angeles,Level 2,29.697898464844947,user_422@example.com
423,4,Station_4,Houston,DC Fast Charger,72.71574852972469,user_423@example.com
424,426,Station_426,Houston,DC Fast Charger,61.92710360384021,user_424@example.com
425,397,Station_397,Los Angeles,Level 1,12.666812834895836,user_425@example.com
426,354,Station_354,Los Angeles,Level 2,78.95506101572013,user_426@example.com
427,106,Station_106,Chicago,Level 1,64.98220570964298,user_427@example.com
428,85,Station_85,Los Angeles,Level 2,37.28701875736325,user_428@example.com
429,214,Station_214,San Francisco,Level 1,72.09484050132289,user_429@example.com
430,121,Station_121,New York,Level 2,65.75133335346975,user_430@example.com
431,132,Station_132,Los Angeles,DC Fast Charger,42.86561113214803,user_431@example.com
432,338,Station_338,Houston,DC Fast Charger,33.39817875530706,user_432@example.com
433,197,Station_197,San Francisco,Level 2,46.5117702649118,user_433@example.com
434,19,Station_19,Houston,Level 2,74.54048485931233,user_434@example.com
435,130,Station_130,San Francisco,Level 2,53.83827205577136,user_435@example.com
436,12,Station_12,Los Angeles,Level 2,42.46618717006869,user_436@example.com
437,81,Station_81,New York,DC Fast Charger,,user_437@example.com
438,330,Station_330,Houston,Level 2,76.49931986653537,user_438@example.com
439,354,Station_354,San Francisco,DC Fast Charger,5.614874084822165,user_439@example.com
440,262,Station_262,Chicago,DC Fast Charger,26.46822315749027,user_440@example.com
441,392,Station_392,Los Angeles,Level 2,6.8738855284034415,user_441@example.com
442,125,Station_125,New York,DC Fast Charger,21.580915527008145,user_442@example.com
443,307,Station_307,Los Angeles,Level 2,7.569584209512826,user_443@example.com
444,267,Station_267,Chicago,DC Fast Charger,49.5455465707554,user_444@example.com
445,447,Station_447,New York,Level 2,72.83010773877143,user_445@example.com
446,441,Station_441,Chicago,Level 2,71.12558827151543,user_446@example.com
447,383,Station_383,Los Angeles,Level 1,36.2444170838149,user_447@example.com
448,140,Station_140,San Francisco,Level 1,53.39924325525044,user_448@example.com
449,329,Station_329,Los Angeles,Level 2,5.746444809429853,user_449@example.com
450,2,Station_2,Los Angeles,Level 1,9.737039612310449,user_450@example.com
451,8,Station_8,Los Angeles,DC Fast Charger,39.46218311483076,user_451@example.com
452,250,Station_250,Houston,Level 2,63.83060874636528,user_452@example.com
453,139,Station_139,Chicago,Level 2,72.94802476319454,user_453@example.com
454,124,Station_124,Chicago,Level 2,21.097847217832147,user_454@example.com
455,309,Station_309,Chicago,Level 1,58.7914423257815,user_455@example.com
456,228,Station_228,Houston,Level 1,65.18392768549774,user_456@example.com
457,10,Station_10,San Francisco,DC Fast Charger,72.54995630814713,user_457@example.com
458,469,Station_469,Los Angeles,Level 1,57.55690005797869,user_458@example.com
459,212,Station_212,San Francisco,Level 1,67.41433642306683,user_459@example.com
460,112,Station_112,Houston,DC Fast Charger,21.030519654584147,user_460@example.com
461,8,Station_8,Chicago,Level 2,16.47214029543078,user_461@example.com
462,292,Station_292,Los Angeles,Level 2,78.30687812670662,user_462@example.com
463,477,Station_477,New York,DC Fast Charger,38.59965910016511,user_463@example.com
464,362,Station_362,New York,Level 1,26.566509231569366,user_464@example.com
465,460,Station_460,San Francisco,DC Fast Charger,23.02231536206597,user_465@example.com
466,253,Station_253,Chicago,DC Fast Charger,62.04960065177048,user_466@example.com
467,14,Station_14,New York,Level 2,58.09105214274015,user_467@example.com
468,240,Station_240,San Francisco,Level 1,63.29716818793051,user_468@example.com
469,438,Station_438,Houston,Level 2,21.002230102472843,user_469@example.com
470,242,Station_242,San Francisco,Level 2,36.3229254401527,user_470@example.com
471,469,Station_469,San Francisco,DC Fast Charger,65.45087828663634,user_471@example.com
472,342,Station_342,San Francisco,Level 2,46.92333914698138,user_472@example.com
473,149,Station_149,Los Angeles,Level 2,45.355066305111706,user_473@example.com
474,236,Station_236,San Francisco,Level 2,44.72944867558798,user_474@example.com
475,306,Station_306,San Francisco,Level 1,57.859669994397166,user_475@example.com
476,478,Station_478,Los Angeles,Level 1,25.892596490424456,user_476@example.com
477,167,Station_167,Los Angeles,Level 2,65.89861180142826,user_477@example.com
478,20,Station_20,Houston,DC Fast Charger,34.80201788379793,user_478@example.com
479,216,Station_216,Chicago,DC Fast Charger,18.869451407961307,user_479@example.com
480,343,Station_343,New York,Level 2,77.34671417127635,user_480@example.com
481,135,Station_135,New York,Level 1,31.73110320047439,user_481@example.com
482,393,Station_393,San Francisco,DC Fast Charger,41.27067550637497,user_482@example.com
483,129,Station_129,Houston,DC Fast Charger,41.95057477332522,user_483@example.com
484,410,Station_410,San Francisco,Level 1,46.412062022825936,user_484@example.com
485,422,Station_422,New York,Level 1,21.409576368254196,user_485@example.com
486,294,Station_294,Los Angeles,DC Fast Charger,54.99600399457137,user_486@example.com
487,246,Station_246,Chicago,Level 2,7.739028453603041,user_487@example.com
488,189,Station_189,Houston,DC Fast Charger,11.48343148800489,user_488@example.com
489,44,Station_44,Los Angeles,Level 1,39.469966222866766,user_489@example.com
490,86,Station_86,Chicago,Level 1,27.61163115157696,user_490@example.com
491,44,Station_44,Houston,Level 1,15.254170728009932,user_491@example.com
492,330,Station_330,Houston,Level 1,45.06853330402873,user_492@example.com
493,375,Station_375,New York,Level 2,10.155212817693824,user_493@example.com
494,446,Station_446,Los Angeles,DC Fast Charger,54.99770543084315,user_494@example.com
495,378,Station_378,Houston,Level 1,64.87047474097292,user_495@example.com
496,390,Station_390,Houston,Level 1,25.13233553126914,user_496@example.com
497,145,Station_145,Chicago,Level 1,14.462719261155256,user_497@example.com
498,51,Station_51,New York,DC Fast Charger,79.41814361458415,user_498@example.com
499,242,Station_242,San Francisco,Level 1,44.41845305466813,user_499@example.com
500,294,Station_294,New York,DC Fast Charger,74.02042766018057,user_500@example.com
501,408,Station_408,San Francisco,Level 2,36.50542214391232,user_501@example.com
502,51,Station_51,Los Angeles,Level 1,39.0670867855152,user_502@example.com
503,266,Station_266,Los Angeles,Level 2,63.79396886506549,user_503@example.com
504,120,Station_120,Houston,DC Fast Charger,67.45124177150385,user_504@example.com
505,200,Station_200,Los Angeles,Level 2,56.888515995947614,user_505@example.com
506,405,Station_405,Houston,Level 1,21.819378736342376,user_506@example.com
507,248,Station_248,New York,Level 2,47.01289216755188,user_507@example.com
508,70,Station_70,Los Angeles,Level 2,73.61974524719619,user_508@example.com
509,341,Station_341,New York,Level 2,,user_509@example.com
510,57,Station_57,New York,Level 2,41.943586371262185,user_510@example.com
511,382,Station_382,Los Angeles,Level 2,37.1629261473043,user_511@example.com
512,39,Station_39,New York,DC Fast Charger,34.66100210237426,user_512@example.com
513,472,Station_472,Los Angeles,DC Fast Charger,,user_513@example.com
514,289,Station_289,Los Angeles,Level 1,8.891155819549416,user_514@example.com
515,443,Station_443,Los Angeles,DC Fast Charger,29.379323254386147,user_515@example.com
516,18,Station_18,San Francisco,DC Fast Charger,6.538370226754212,user_516@example.com
517,440,Station_440,New York,Level 1,70.38996843882086,user_517@example.com
518,220,Station_220,Chicago,DC Fast Charger,16.080974332847084,user_518@example.com
519,313,Station_313,Los Angeles,Level 1,7.557567403210105,user_519@example.com
520,244,Station_244,New York,Level 1,15.807797227472452,user_520@example.com
521,352,Station_352,Houston,DC Fast Charger,60.12372287224216,user_521@example.com
522,460,Station_460,Los Angeles,Level 2,67.93942571536539,user_522@example.com
523,304,Station_304,Los Angeles,Level 1,70.04034616527528,user_523@example.com
524,298,Station_298,Chicago,Level 2,68.55546011969274,user_524@example.com
525,283,Station_283,San Francisco,Level 1,36.56579373074047,user_525@example.com
526,74,Station_74,San Francisco,DC Fast Charger,20.45364201596675,user_526@example.com
527,110,Station_110,Los Angeles,Level 2,9.716946683936513,user_527@example.com
528,180,Station_180,New York,Level 1,61.68434321639767,user_528@example.com
529,426,Station_426,Houston,DC Fast Charger,28.578878080059383,user_529@example.com
530,32,Station_32,Houston,Level 2,21.13404477845307,user_530@example.com
531,234,Station_234,New York,DC Fast Charger,46.76604426109744,user_531@example.com
532,282,Station_282,Los Angeles,DC Fast Charger,17.759774553770676,user_532@example.com
533,25,Station_25,Houston,Level 2,79.39006382394219,user_533@example.com
534,331,Station_331,San Francisco,Level 1,21.069157575738828,user_534@example.com
535,279,Station_279,New York,Level 1,19.402523927112213,user_535@example.com
536,226,Station_226,Chicago,DC Fast Charger,,user_536@example.com
537,57,Station_57,Los Angeles,Level 1,44.87005617634201,user_537@example.com
538,180,Station_180,New York,Level 2,46.21171801338653,user_538@example.com
539,232,Station_232,Houston,Level 2,,user_539@example.com
540,382,Station_382,Los Angeles,DC Fast Charger,57.03840397041998,user_540@example.com
541,343,Station_343,San Francisco,DC Fast Charger,32.93955896020962,user_541@example.com
542,477,Station_477,Los Angeles,Level 2,63.023554629150055,user_542@example.com
543,287,Station_287,Los Angeles,Level 2,33.013974817380586,user_543@example.com
544,64,Station_64,San Francisco,DC Fast Charger,56.61749580017371,user_544@example.com
545,455,Station_455,San Francisco,DC Fast Charger,53.17397382318082,user_545@example.com
546,232,Station_232,Los Angeles,Level 2,51.87067063305462,user_546@example.com
547,289,Station_289,San Francisco,DC Fast Charger,64.30797977990255,user_547@example.com
548,213,Station_213,New York,Level 1,4.288320356345183,user_548@example.com
549,258,Station_258,San Francisco,Level 2,56.72762317734674,user_549@example.com
550,18,Station_18,San Francisco,Level 2,44.90995546867643,user_550@example.com
551,175,Station_175,Los Angeles,DC Fast Charger,13.876557599494063,user_551@example.com
552,417,Station_417,New York,DC Fast Charger,39.37124122897048,user_552@example.com
553,229,Station_229,Chicago,Level 2,11.75852247006084,user_553@example.com
554,226,Station_226,Chicago,DC Fast Charger,49.8977884122396,user_554@example.com
555,84,Station_84,Houston,Level 1,64.60983161155823,user_555@example.com
556,291,Station_291,San Francisco,DC Fast Charger,12.594888574055725,user_556@example.com
557,435,Station_435,San Francisco,Level 2,65.5974266945568,user_557@example.com
558,370,Station_370,New York,DC Fast Charger,8.11244782892836,user_558@example.com
559,246,Station_246,Chicago,Level 2,48.9611152601949,user_559@example.com
560,402,Station_402,Houston,Level 1,34.38288065090023,user_560@example.com
561,110,Station_110,New York,Level 2,52.55689588098792,user_561@example.com
562,254,Station_254,San Francisco,Level 1,37.23027566973339,user_562@example.com
563,88,Station_88,Chicago,Level 1,54.78487940320012,user_563@example.com
564,72,Station_72,Houston,Level 1,37.42669941100735,user_564@example.com
565,381,Station_381,Los Angeles,Level 1,28.079314202327826,user_565@example.com
566,30,Station_30,Chicago,Level 1,79.78776885692933,user_566@example.com
567,172,Station_172,Houston,DC Fast Charger,75.62248861139022,user_567@example.com
568,309,Station_309,New York,Level 1,48.57848684629363,user_568@example.com
569,394,Station_394,Los Angeles,DC Fast Charger,60.63745352964948,user_569@example.com
570,343,Station_343,Houston,DC Fast Charger,66.85109294209524,user_570@example.com
571,436,Station_436,Houston,DC Fast Charger,32.34799932603372,user_571@example.com
572,177,Station_177,San Francisco,Level 2,,user_572@example.com
573,139,Station_139,Chicago,Level 2,67.70594563751288,user_573@example.com
574,194,Station_194,San Francisco,Level 1,8.383690895109462,user_574@example.com
575,186,Station_186,Los Angeles,DC Fast Charger,60.939817877399975,user_575@example.com
576,218,Station_218,Houston,Level 2,,user_576@example.com
577,164,Station_164,San Francisco,DC Fast Charger,,user_577@example.com
578,161,Station_161,Chicago,Level 2,7.603711413792093,user_578@example.com
579,431,Station_431,Los Angeles,DC Fast Charger,70.536636587169,user_579@example.com
580,13,Station_13,New York,Level 2,73.31591786048328,user_580@example.com
581,296,Station_296,San Francisco,Level 1,62.86785794966232,user_581@example.com
582,89,Station_89,Los Angeles,Level 1,14.355208491625932,user_582@example.com
583,324,Station_324,New York,Level 1,74.7896950755514,user_583@example.com
584,42,Station_42,San Francisco,DC Fast Charger,41.98075323406805,user_584@example.com
585,403,Station_403,Los Angeles,Level 1,66.82312116249,user_585@example.com
586,210,Station_210,Los Angeles,Level 1,47.18840893514874,user_586@example.com
587,229,Station_229,San Francisco,Level 2,46.29599734888577,user_587@example.com
588,350,Station_350,Los Angeles,Level 2,37.10851773104313,user_588@example.com
589,275,Station_275,Houston,Level 2,71.97510217973728,user_589@example.com
590,442,Station_442,San Francisco,Level 1,,user_590@example.com
591,279,Station_279,Los Angeles,Level 2,45.134038075505366,user_591@example.com
592,251,Station_251,New York,Level 2,23.92092196826273,user_592@example.com
593,310,Station_310,New York,Level 1,40.63092350376829,user_593@example.com
594,208,Station_208,Houston,Level 2,75.40700953728192,user_594@example.com
595,321,Station_321,San Francisco,DC Fast Charger,,user_595@example.com
596,140,Station_140,Los Angeles,Level 2,36.490277883670345,user_596@example.com
597,280,Station_280,Los Angeles,DC Fast Charger,67.56014288077881,user_597@example.com
598,34,Station_34,New York,Level 2,52.57470179430345,user_598@example.com
599,309,Station_309,Houston,Level 2,28.279857147188363,user_599@example.com
600,392,Station_392,New York,DC Fast Charger,28.86912479595657,user_600@example.com
601,18,Station_18,New York,Level 1,13.116998507416143,user_601@example.com
602,57,Station_57,Houston,DC Fast Charger,21.4227595329351,user_602@example.com
603,112,Station_112,San Francisco,Level 1,45.11780647869832,user_603@example.com
604,5,Station_5,Los Angeles,Level 2,26.29222408241131,user_604@example.com
605,410,Station_410,San Francisco,Level 1,51.63684234428119,user_605@example.com
606,414,Station_414,Chicago,Level 1,44.81719081526413,user_606@example.com
607,182,Station_182,Chicago,DC Fast Charger,19.362005744810176,user_607@example.com
608,13,Station_13,Chicago,Level 1,55.39579143864877,user_608@example.com
609,339,Station_339,Houston,Level 1,22.016443610220865,user_609@example.com
610,285,Station_285,New York,DC Fast Charger,67.38186056016852,user_610@example.com
611,259,Station_259,San Francisco,Level 1,68.23834404896303,user_611@example.com
612,90,Station_90,Los Angeles,Level 1,67.13334039157891,user_612@example.com
613,104,Station_104,Chicago,DC Fast Charger,42.91893733882982,user_613@example.com
614,379,Station_379,San Francisco,DC Fast Charger,,user_614@example.com
615,186,Station_186,Chicago,DC Fast Charger,35.327332248586075,user_615@example.com
616,250,Station_250,Chicago,Level 1,74.51050318325304,user_616@example.com
617,255,Station_255,Los Angeles,Level 2,,user_617@example.com
618,76,Station_76,Houston,DC Fast Charger,49.73870005239731,user_618@example.com
619,386,Station_386,New York,DC Fast Charger,23.52224181213657,user_619@example.com
620,459,Station_459,Houston,Level 1,44.95337165292389,user_620@example.com
621,108,Station_108,San Francisco,Level 2,66.70523645325736,user_621@example.com
622,156,Station_156,Houston,Level 2,44.06215479055562,user_622@example.com
623,82,Station_82,San Francisco,Level 1,14.0255330182289,user_623@example.com
624,77,Station_77,San Francisco,DC Fast Charger,21.76458667261335,user_624@example.com
625,485,Station_485,New York,Level 1,16.554623964548597,user_625@example.com
626,470,Station_470,Los Angeles,Level 2,15.474096088332848,user_626@example.com
627,460,Station_460,New York,DC Fast Charger,43.51234710063929,user_627@example.com
628,258,Station_258,Houston,Level 2,38.5981394103895,user_628@example.com
629,127,Station_127,San Francisco,Level 2,45.07891731764474,user_629@example.com
630,485,Station_485,Chicago,Level 2,58.77314551651613,user_630@example.com
631,391,Station_391,Chicago,Level 2,65.539397780162,user_631@example.com
632,282,Station_282,San Francisco,DC Fast Charger,79.21399696256503,user_632@example.com
633,474,Station_474,New York,DC Fast Charger,62.91943734898983,user_633@example.com
634,88,Station_88,Los Angeles,DC Fast Charger,18.39971040043272,user_634@example.com
635,204,Station_204,New York,Level 1,47.49230024226053,user_635@example.com
636,16,Station_16,San Francisco,DC Fast Charger,21.47142841095029,user_636@example.com
637,151,Station_151,San Francisco,Level 2,21.86794779138668,user_637@example.com
638,424,Station_424,Los Angeles,Level 2,78.23764802345093,user_638@example.com
639,254,Station_254,Houston,DC Fast Charger,79.75044564145941,user_639@example.com
640,188,Station_188,Houston,DC Fast Charger,66.89909636313753,user_640@example.com
641,329,Station_329,Los Angeles,Level 1,68.06928828300951,user_641@example.com
642,32,Station_32,Houston,DC Fast Charger,40.05179662487088,user_642@example.com
643,271,Station_271,Chicago,Level 1,77.6778219726915,user_643@example.com
644,485,Station_485,Houston,DC Fast Charger,38.36041212940863,user_644@example.com
645,397,Station_397,Houston,Level 1,6.337534264521747,user_645@example.com
646,5,Station_5,Houston,DC Fast Charger,6.978771350415376,user_646@example.com
647,459,Station_459,Chicago,DC Fast Charger,30.549130796547445,user_647@example.com
648,330,Station_330,Houston,DC Fast Charger,62.42036136933443,user_648@example.com
649,308,Station_308,Chicago,Level 1,34.79315986001264,user_649@example.com
650,333,Station_333,Los Angeles,Level 2,58.45788451376784,user_650@example.com
651,169,Station_169,New York,Level 1,50.16265770416625,user_651@example.com
652,181,Station_181,Los Angeles,DC Fast Charger,76.06503880500838,user_652@example.com
653,366,Station_366,New York,Level 2,51.21630472206044,user_653@example.com
654,178,Station_178,Los Angeles,Level 1,39.67713381108,user_654@example.com
655,143,Station_143,New York,Level 1,68.2690209195155,user_655@example.com
656,362,Station_362,New York,Level 2,30.550011561630846,user_656@example.com
657,248,Station_248,San Francisco,DC Fast Charger,44.75866737764865,user_657@example.com
658,127,Station_127,New York,Level 2,59.15730847009105,user_658@example.com
659,263,Station_263,New York,DC Fast Charger,57.14555997083127,user_659@example.com
660,40,Station_40,San Francisco,Level 2,,user_660@example.com
661,412,Station_412,Houston,Level 1,23.83688010187143,user_661@example.com
662,416,Station_416,Houston,Level 1,29.349595038889557,user_662@example.com
663,355,Station_355,San Francisco,Level 1,47.060925633313786,user_663@example.com
664,255,Station_255,Chicago,DC Fast Charger,27.1701708128166,user_664@example.com
665,143,Station_143,New York,DC Fast Charger,48.94232025145676,user_665@example.com
666,240,Station_240,New York,Level 2,19.146538928197334,user_666@example.com
667,228,Station_228,San Francisco,DC Fast Charger,58.19728526882489,user_667@example.com
668,341,Station_341,San Francisco,DC Fast Charger,65.20093720294392,user_668@example.com
669,198,Station_198,Chicago,Level 2,51.14211521001526,user_669@example.com
670,65,Station_65,Houston,DC Fast Charger,69.71594630744188,user_670@example.com
671,388,Station_388,Los Angeles,Level 2,41.97718283907795,user_671@example.com
672,11,Station_11,Houston,DC Fast Charger,69.42235104080157,user_672@example.com
673,108,Station_108,New York,DC Fast Charger,78.98357945200523,user_673@example.com
674,26,Station_26,San Francisco,Level 1,8.527929006106092,user_674@example.com
675,445,Station_445,Chicago,DC Fast Charger,54.860003290031365,user_675@example.com
676,421,Station_421,Houston,Level 2,48.50288659256919,user_676@example.com
677,151,Station_151,Chicago,Level 2,52.53257448488719,user_677@example.com
678,221,Station_221,Houston,Level 1,45.47118879513778,user_678@example.com
679,341,Station_341,New York,Level 2,34.6802647525039,user_679@example.com
680,496,Station_496,Los Angeles,Level 1,5.356309335174382,user_680@example.com
681,237,Station_237,Chicago,DC Fast Charger,27.28221643798108,user_681@example.com
682,237,Station_237,Chicago,Level 1,11.514718098963709,user_682@example.com
683,497,Station_497,Los Angeles,DC Fast Charger,9.44816711008226,user_683@example.com
684,219,Station_219,Chicago,Level 2,53.104493654248735,user_684@example.com
685,487,Station_487,Chicago,Level 1,28.788056755331933,user_685@example.com
686,424,Station_424,Houston,Level 2,51.20692408624951,user_686@example.com
687,461,Station_461,Houston,Level 2,7.275443511373867,user_687@example.com
688,151,Station_151,Los Angeles,Level 2,,user_688@example.com
689,123,Station_123,New York,Level 2,74.34970162186968,user_689@example.com
690,144,Station_144,Chicago,Level 2,79.96222628140413,user_690@example.com
691,478,Station_478,New York,Level 1,57.23283445266599,user_691@example.com
692,189,Station_189,Los Angeles,Level 2,39.223093374363,user_692@example.com
693,255,Station_255,Los Angeles,Level 1,10.420110802780291,user_693@example.com
694,68,Station_68,Houston,Level 1,47.19744469005413,user_694@example.com
695,104,Station_104,Chicago,Level 1,64.450811584597,user_695@example.com
696,336,Station_336,San Francisco,Level 2,37.84729729719263,user_696@example.com
697,159,Station_159,Los Angeles,Level 2,,user_697@example.com
698,309,Station_309,Chicago,Level 1,79.26318452230387,user_698@example.com
699,362,Station_362,New York,Level 2,38.61710108945668,user_699@example.com
700,409,Station_409,Houston,Level 1,24.401133035107133,user_700@example.com
701,300,Station_300,New York,Level 2,26.179783257937025,user_701@example.com
702,396,Station_396,Los Angeles,Level 2,,user_702@example.com
703,90,Station_90,Los Angeles,Level 1,28.68467333811884,user_703@example.com
704,357,Station_357,New York,Level 2,34.72671289756062,user_704@example.com
705,256,Station_256,Los Angeles,Level 1,56.65756369693637,user_705@example.com
706,496,Station_496,Chicago,Level 1,5.583797770172537,user_706@example.com
707,353,Station_353,Los Angeles,Level 2,9.669665590124442,user_707@example.com
708,220,Station_220,Houston,Level 2,42.74479256756108,user_708@example.com
709,9,Station_9,Chicago,Level 1,58.281853729008496,user_709@example.com
710,12,Station_12,San Francisco,Level 1,47.88862466678341,user_710@example.com
711,325,Station_325,Los Angeles,Level 1,10.55815619752912,user_711@example.com
712,438,Station_438,Los Angeles,DC Fast Charger,12.12848439962642,user_712@example.com
713,244,Station_244,Houston,Level 2,45.9092521544369,user_713@example.com
714,182,Station_182,Houston,DC Fast Charger,8.115370261050328,user_714@example.com
715,284,Station_284,New York,Level 1,9.623141257761764,user_715@example.com
716,312,Station_312,New York,DC Fast Charger,27.8542104539734,user_716@example.com
717,99,Station_99,New York,Level 1,23.2226343840928,user_717@example.com
718,197,Station_197,Houston,DC Fast Charger,21.308572550577523,user_718@example.com
719,482,Station_482,New York,DC Fast Charger,77.45749045486116,user_719@example.com
720,366,Station_366,New York,Level 2,32.25299063735733,user_720@example.com
721,226,Station_226,San Francisco,Level 2,17.929285125178676,user_721@example.com
722,333,Station_333,New York,DC Fast Charger,77.29578007017075,user_722@example.com
723,103,Station_103,Los Angeles,Level 1,26.493008140946493,user_723@example.com
724,106,Station_106,Houston,Level 2,55.30273056094204,user_724@example.com
725,365,Station_365,Chicago,DC Fast Charger,10.192259430922377,user_725@example.com
726,368,Station_368,San Francisco,Level 1,62.63400990213397,user_726@example.com
727,58,Station_58,Houston,Level 2,36.22941276064402,user_727@example.com
728,78,Station_78,Houston,DC Fast Charger,12.350406115320627,user_728@example.com
729,75,Station_75,Los Angeles,Level 1,28.248510232660248,user_729@example.com
730,42,Station_42,New York,Level 1,53.18988765045248,user_730@example.com
731,422,Station_422,Los Angeles,DC Fast Charger,63.97196694472084,user_731@example.com
732,324,Station_324,New York,Level 1,48.66355521084799,user_732@example.com
733,181,Station_181,New York,DC Fast Charger,51.16176878981536,user_733@example.com
734,33,Station_33,Houston,Level 1,68.24465321163233,user_734@example.com
735,71,Station_71,New York,DC Fast Charger,70.3848328268497,user_735@example.com
736,56,Station_56,San Francisco,Level 2,56.55292752021,user_736@example.com
737,105,Station_105,San Francisco,Level 1,16.827771594461893,user_737@example.com
738,200,Station_200,San Francisco,DC Fast Charger,76.46827351726323,user_738@example.com
739,101,Station_101,Houston,DC Fast Charger,6.0651617128073525,user_739@example.com
740,256,Station_256,Los Angeles,Level 1,10.137709442892056,user_740@example.com
741,307,Station_307,Chicago,Level 2,62.5376105258264,user_741@example.com
742,74,Station_74,New York,DC Fast Charger,,user_742@example.com
743,171,Station_171,Chicago,Level 2,16.497212038654055,user_743@example.com
744,377,Station_377,Los Angeles,Level 1,9.127828166953716,user_744@example.com
745,143,Station_143,Los Angeles,Level 2,43.99985930276914,user_745@example.com
746,166,Station_166,Houston,Level 1,41.76664809903056,user_746@example.com
747,399,Station_399,San Francisco,DC Fast Charger,6.695332951941997,user_747@example.com
748,261,Station_261,San Francisco,Level 2,69.4391779041177,user_748@example.com
749,221,Station_221,Los Angeles,Level 1,38.711207157580986,user_749@example.com
750,83,Station_83,Houston,DC Fast Charger,57.97765788877307,user_750@example.com
751,182,Station_182,Houston,Level 2,74.107522176834,user_751@example.com
752,307,Station_307,New York,Level 1,40.319061981322655,user_752@example.com
753,10,Station_10,San Francisco,Level 2,47.19807479360746,user_753@example.com
754,396,Station_396,Los Angeles,DC Fast Charger,22.515635144477624,user_754@example.com
755,4,Station_4,Chicago,DC Fast Charger,68.26093768441355,user_755@example.com
756,351,Station_351,San Francisco,Level 1,73.5059703623024,user_756@example.com
757,402,Station_402,New York,Level 2,73.86936259559798,user_757@example.com
758,336,Station_336,Houston,Level 2,64.37713244013099,user_758@example.com
759,488,Station_488,Los Angeles,DC Fast Charger,12.010095267833266,user_759@example.com
760,292,Station_292,San Francisco,Level 2,36.226212409732376,user_760@example.com
761,281,Station_281,Chicago,Level 2,28.84698737447133,user_761@example.com
762,215,Station_215,New York,Level 2,76.58011323732995,user_762@example.com
763,460,Station_460,New York,Level 1,74.13419248313946,user_763@example.com
764,98,Station_98,San Francisco,DC Fast Charger,73.80921664182601,user_764@example.com
765,420,Station_420,Chicago,Level 1,35.02666957024688,user_765@example.com
766,101,Station_101,New York,DC Fast Charger,,user_766@example.com
767,451,Station_451,Los Angeles,Level 1,35.89954921191294,user_767@example.com
768,9,Station_9,New York,Level 1,48.330182762063146,user_768@example.com
769,61,Station_61,Chicago,Level 1,53.71493232990424,user_769@example.com
770,309,Station_309,Houston,Level 2,15.5583755009174,user_770@example.com
771,146,Station_146,Houston,DC Fast Charger,40.736704801536966,user_771@example.com
772,427,Station_427,San Francisco,Level 1,11.579770802296697,user_772@example.com
773,419,Station_419,Chicago,Level 2,39.67667007009968,user_773@example.com
